Solution_ID,Total_Cost,Cost_Change_vs_Baseline_%,Weighted_Task_Completion_%,Completion_Improvement_vs_Baseline_%,Low_Importance_Completion_%,Med_Importance_Completion_%,High_Importance_Completion_%,Min_Completion_Across_Types_%,Max_Completion_Across_Types_%,Completion_Balance_StdDev,Meets_min%_Constraint,Total_Failures,Total_Maintenance,Threshold_Low_Importance,Threshold_Med_Importance,Threshold_High_Importance
1,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,8.571873598165741,12.730989590790378,9.66508059924331
2,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,7.569684576865004,10.363656207663764,9.234394243973238
3,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,8.301717650241068,11.628782863733628,9.686206386831538
4,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,8.15660313770582,13.541648537564047,10.26952229916466
5,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,8.119958990433279,10.38297924127787,9.162787719451636
6,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,9.124399435742522,11.551063330585887,9.290348198021919
7,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,9.554202341387361,11.457383199719704,9.610729238839689
8,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,7.803262165337262,10.917175821493895,9.410124676620914
9,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,8.150388770269528,9.68180261019543,9.445508048616894
10,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,8.412609516612655,12.616507606812926,9.534673945923945
11,3960000.0,0.0,40.746938310207824,0.267246433457089,78.51010101010101,77.87878787878788,77.57352941176471,77.57352941176471,78.51010101010101,0.3900007635701842,False,100,0,7.405165974070296,11.740707750708246,9.570762094032919
