Solution_ID,Total_Cost,Cost_Change_vs_Baseline_%,Weighted_Task_Completion_%,Completion_Improvement_vs_Baseline_%,Low_Importance_Completion_%,Med_Importance_Completion_%,High_Importance_Completion_%,Min_Completion_Across_Types_%,Max_Completion_Across_Types_%,Completion_Balance_StdDev,Meets_min%_Constraint,Total_Failures,Total_Maintenance,Threshold_Low_Importance,Threshold_Med_Importance,Threshold_High_Importance
66,4064000.0,47.78181818181818,87.10200006711632,44.467851270176865,84.34343434343434,87.6010101010101,95.34313725490196,84.34343434343434,95.34313725490196,4.613335703563026,False,53,47,5.798869959515961,8.975249620816765,8.989099141730211
67,4064000.0,47.78181818181818,87.10200006711632,44.467851270176865,84.34343434343434,87.6010101010101,95.34313725490196,84.34343434343434,95.34313725490196,4.613335703563026,False,53,47,5.798869959515961,8.975249620816765,8.989099141730211
68,4048000.0,47.199999999999996,78.73661867847912,36.10246988153966,82.77777777777777,85.53030303030303,96.42156862745098,82.77777777777777,96.42156862745098,5.891133547997119,False,56,44,6.393067605670515,8.989726674583345,8.989896476818096
69,4048000.0,47.199999999999996,78.73661867847912,36.10246988153966,82.77777777777777,85.53030303030303,96.42156862745098,82.77777777777777,96.42156862745098,5.891133547997119,False,56,44,6.393067605670515,8.989726674583345,8.989896476818096
70,3408000.0,23.927272727272726,71.61544850498336,28.981299708043906,90.68181818181819,88.86363636363637,82.08333333333333,82.08333333333333,90.68181818181819,3.700033573366107,False,66,34,6.976259074017244,8.997543461424245,9.298712489979893
71,3408000.0,23.927272727272726,71.61544850498336,28.981299708043906,90.68181818181819,88.86363636363637,82.08333333333333,82.08333333333333,90.68181818181819,3.700033573366107,False,66,34,6.976259074017244,8.997543461424245,9.298712489979893
72,4232000.0,53.89090909090909,89.5501526896876,46.91600389274814,84.64646464646465,87.27272727272727,97.5,84.64646464646465,97.5,5.544844791983747,False,49,51,5.009941892994235,8.994061072145469,8.936715214742947
73,4680000.0,70.18181818181817,95.14950166112956,52.515352864190106,91.96969696969697,94.24242424242424,97.35294117647058,91.96969696969697,97.35294117647058,2.2065539508712333,True,27,80,3.7444881871161124,8.974510304773055,8.947119236987
74,3160000.0,14.909090909090908,56.81214134702503,14.177992550085577,79.77272727272727,88.91414141414141,80.14705882352942,79.77272727272727,88.91414141414141,4.223838614412045,False,85,15,10.40047572232656,8.7903338462759,9.883844401837699
75,3160000.0,14.909090909090908,56.81214134702503,14.177992550085577,79.77272727272727,88.91414141414141,80.14705882352942,79.77272727272727,88.91414141414141,4.223838614412045,False,85,15,9.262538513808636,8.628270396929338,9.324491564053316
76,3828000.0,39.2,75.23866523353526,32.6045164365958,94.54545454545455,91.61616161616162,82.42647058823529,82.42647058823529,94.54545454545455,5.162912081048113,False,56,44,5.151226514473371,8.9235237326168,10.301948012064514
77,3896000.0,41.67272727272727,78.12870497036023,35.494556173420776,95.70707070707071,89.06565656565657,83.06372549019608,83.06372549019608,95.70707070707071,5.16382434404559,False,57,43,5.009941892994235,8.994061072145469,10.4222136566528
78,3896000.0,41.67272727272727,78.12870497036023,35.494556173420776,95.70707070707071,89.06565656565657,83.06372549019608,83.06372549019608,95.70707070707071,5.16382434404559,False,57,43,5.009941892994235,8.994061072145469,10.40305824234211
79,4496000.0,63.490909090909085,94.42137320044297,51.787224403503515,89.39393939393939,95.02525252525253,96.42156862745098,89.39393939393939,96.42156862745098,3.0377067169506726,True,33,73,4.681740296421209,8.836265540312926,8.997565681208423
80,4300000.0,56.36363636363636,91.1544850498339,48.52033625289444,85.22727272727273,86.38888888888889,97.5,85.22727272727273,97.5,5.531987556637492,True,50,50,5.882725111384029,8.988982964354113,8.880746608818095
81,3560000.0,29.454545454545457,74.33628102403748,31.70213222709802,88.86363636363637,91.03535353535354,82.52450980392156,82.52450980392156,91.03535353535354,3.6107146420198366,False,65,35,6.642544958298083,8.944254054655048,10.318243962114458
82,3560000.0,29.454545454545457,74.33628102403748,31.70213222709802,88.86363636363637,91.03535353535354,82.52450980392156,82.52450980392156,91.03535353535354,3.6107146420198366,False,65,35,6.6719577665948595,8.943043788695407,10.32005339200709
83,4958000.0,80.2909090909091,95.66168327796235,53.0275344810229,91.16161616161617,96.23737373737373,97.42647058823529,91.16161616161617,97.42647058823529,2.7167314363509694,True,25,84,3.300169861414613,7.554673732888433,8.947119236987
84,4848000.0,76.29090909090908,95.50664451827242,52.87249572133297,91.21212121212122,95.73232323232324,97.42647058823529,91.21212121212122,97.42647058823529,2.6229859942734386,True,29,84,3.300169861414613,7.68155415953101,8.947119236987
85,3744000.0,36.14545454545455,74.55890495733176,31.924756160392306,94.52020202020202,90.37878787878788,82.37745098039215,82.37745098039215,94.52020202020202,5.0400518743708,False,58,42,5.378991235099744,8.951241307549065,10.068505474586415
86,3744000.0,36.14545454545455,74.55890495733176,31.924756160392306,94.52020202020202,90.37878787878788,82.37745098039215,82.37745098039215,94.52020202020202,5.0400518743708,False,58,42,5.378991235099744,8.951241307549065,10.354057452806504
87,4454000.0,61.96363636363637,94.26633444075304,51.632185643813585,89.31818181818181,93.86363636363636,96.96078431372548,89.31818181818181,96.96078431372548,3.138698515740862,True,30,72,4.931665732698354,8.908751554656556,8.997565681208423
88,4426000.0,60.945454545454545,91.63067552602436,48.996526729084906,86.41414141414141,87.14646464646465,97.42647058823529,86.41414141414141,97.42647058823529,5.027548699339129,True,48,53,5.018327567347132,8.975180548264447,8.33134579048167
89,3034000.0,10.327272727272726,56.24626665324344,13.612117856303982,79.7979797979798,86.79292929292929,80.14705882352942,79.7979797979798,86.79292929292929,3.2183289124605206,False,88,12,7.184518985931376,8.896280602008002,10.124834379511123
90,3034000.0,10.327272727272726,56.24626665324344,13.612117856303982,79.7979797979798,86.79292929292929,80.14705882352942,79.7979797979798,86.79292929292929,3.2183289124605206,False,88,12,9.409830293664731,8.894186744377853,9.669673769761397
91,2908000.0,5.745454545454545,55.48214705191454,12.847998254975082,79.7979797979798,84.46969696969697,80.14705882352942,79.7979797979798,84.46969696969697,2.1247744466256098,False,91,9,9.399820971583061,8.948791001480242,9.658863265489185
92,2908000.0,5.745454545454545,55.48214705191454,12.847998254975082,79.7979797979798,84.46969696969697,80.14705882352942,79.7979797979798,84.46969696969697,2.1247744466256098,False,91,9,7.7140872124777315,8.945549481687395,9.962015819757509
93,4410000.0,60.36363636363637,91.27076411960134,48.63661532266188,85.37878787878788,86.64141414141415,97.5,85.37878787878788,97.5,5.440862832051283,True,50,50,6.030191709680014,8.98904557624315,8.25947851178218
